question_id,disease_category,disease_prevalence,question_type,requires_visual_reasoning,original_disease,canonical_disease,disease_subcategory,language,is_valid,quality_notes,question_structure,difficulty,difficulty_rationale
6765,Inflammatory,moderate,diagnosis,True,Lichen Planus,Lichen Planus,Papulosquamous,english,True,,short_stem,easy,"Classic triad of pruritic violaceous papule, nail pterygium, and cicatricial alopecia strongly points to lichen planus, a core dermatology diagnosis."
6773,Inflammatory,moderate,diagnosis,False,Dermatomyositis,Dermatomyositis,Autoimmune,english,True,,one_liner,easy,Identifying Gottron's papules as classic for dermatomyositis is fundamental dermatology knowledge.
6774,Inflammatory,rare,mechanism,False,Herpes Gestationis,Herpes Gestationis,Autoimmune,english,True,,one_liner,medium,"Knowing that herpes gestationis (pemphigoid gestationis) is an autoimmune process targeting BP180/collagen XVII rather than a herpes infection is core, but recalling the specific antigen (collagen XVII/BP180) and dispelling plausible distractors requires solid dermatology training."
6775,Infectious,common,treatment,False,Tinea Capitis (Kerion),Tinea Capitis,Fungal,english,True,,short_stem,easy,"Classic presentation of inflammatory tinea capitis (boggy, easily pluckable hair/kerion) where first-line systemic therapy with oral griseofulvin is standard knowledge for general dermatologists."
6777,Neoplastic,moderate,diagnosis,False,Mycosis Fungoides,Mycosis Fungoides,Malignant,english,True,,one_liner,easy,Recognizing mycosis fungoides as a cutaneous T‑cell lymphoma is fundamental dermatology knowledge and a classic board-level fact.
6778,Inflammatory,moderate,diagnosis,True,Bullous Pemphigoid,Bullous Pemphigoid,Autoimmune,english,True,,short_stem,easy,"Classic presentation of tense bullae in an older adult with subepidermal split strongly indicates bullous pemphigoid, a fundamental diagnosis for general dermatologists."
6781,Inflammatory,moderate,diagnosis,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,short_stem,easy,"Classic presentation of pemphigus vulgaris with mucosal erosions and flaccid bullae, where DIF shows intercellular (“fish-net”) IgG in the epidermis—core dermatology knowledge."
6783,Genetic Rare,rare,diagnosis,False,Dyskeratosis Congenita,Dyskeratosis Congenita,Genodermatoses,english,True,,one_liner,medium,"Identifying the classic triad (nail dystrophy, mucosal leukoplakia, reticulate hyperpigmentation) and the hallmark of shortened telomeres requires solid dermatology training on a relatively uncommon genodermatosis, beyond core day-to-day knowledge."
6782,Infectious,common,treatment,True,Scabies,Scabies,Parasitic & Other,english,True,,short_stem,easy,"Classic scabies in pregnancy with household spread; first-line treatment is topical permethrin, which any general dermatologist would recall readily."
6785,Inflammatory,common,diagnosis,True,Pityriasis Alba,Pityriasis Alba,Eczematous,english,True,,short_stem,easy,"Classic presentation of pityriasis alba in a child with facial hypopigmented, fine-scaling macules is a core dermatology diagnosis."
6787,Infectious,moderate,diagnosis,False,Erythrasma,Erythrasma,Bacterial,english,True,,one_liner,easy,Coral-red fluorescence in the axilla on Wood’s lamp is a classic hallmark of erythrasma that most dermatologists readily recognize.
6790,Infectious,common,treatment,False,Scabies,Scabies,Parasitic & Other,english,True,,one_liner,easy,"Recognizing crotamiton, permethrin, and lindane as treatments for scabies is core dermatology knowledge familiar to any general dermatologist."
6788,Other,common,mechanism,False,General,General,Unclassified,english,True,,one_liner,easy,"Identifying green discoloration in bruises as due to biliverdin is classic, straightforward pathophysiology well known to general dermatologists."
6792,Pigmentation,moderate,epidemiology,False,Acanthosis Nigricans,Acanthosis Nigricans,Hyperpigmentation,english,True,,one_liner,easy,Association of acanthosis nigricans with nicotinic acid is a common board-level fact and straightforward drug-reaction recall for general dermatologists.
6796,Infectious,common,diagnosis,True,Pityriasis Versicolor,Tinea Versicolor,Fungal,english,True,,short_stem,easy,Classic presentation of tinea (pityriasis) versicolor with oval scaly hypopigmented macules on the chest and back is core knowledge for general dermatologists.
6797,Genetic Rare,rare,diagnosis,False,Darier Disease,Darier Disease,Genodermatoses,english,True,,one_liner,easy,Recognizing Kaposi varicelliform eruption (eczema herpeticum) classically occurs in underlying dermatoses like Darier disease is standard dermatology knowledge.
6800,Inflammatory,moderate,diagnosis,False,Sweet Syndrome,Sweet's Syndrome,Neutrophilic,english,True,,short_stem,medium,"Identifying Sweet syndrome in a febrile child based on dermal neutrophilic and histiocytic infiltrates requires knowledge of neutrophilic dermatoses and distinguishing it from entities like pyoderma gangrenosum or Behçet’s, which is beyond basic core facts but within solid dermatology training."
6803,Infectious,rare,diagnosis,True,Chromoblastomycosis,Chromoblastomycosis,Fungal,english,True,,one_liner,easy,Identifying Medlar (sclerotic) bodies as pathognomonic for chromoblastomycosis is classic mycology-dermatology knowledge familiar to general dermatologists.
6802,Inflammatory,moderate,prognosis,False,Keloid,Keloid,Autoimmune,english,True,,one_liner,easy,Recognizing that keloids commonly recur after excision and distinguishing them from hypertrophic scars (which do not extend beyond the wound) are fundamental dermatology facts.
6814,Inflammatory,moderate,mechanism,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,one_liner,easy,Identifying that pemphigus vulgaris features autoantibodies against intercellular desmogleins is a fundamental dermatology fact recognized by any general dermatologist.
6815,Neoplastic,common,epidemiology,False,Malignant Melanoma,Melanoma,Malignant,english,True,,one_liner,easy,"Identifying HPV infection as not a melanoma risk factor is straightforward core knowledge, while UV exposure, family history, and giant congenital nevi are classic established risks."
6816,Neoplastic,common,prognosis,False,Melanoma,Melanoma,Malignant,english,True,,one_liner,easy,"Identifying that acral lentiginous melanoma has a worse, not better, prognosis is core melanoma knowledge, along with familiarity with Clark’s levels (historically used), generally better female prognosis, and limb perfusion as a local therapy option."
6823,Inflammatory,common,mechanism,False,Acne Vulgaris,Acne Vulgaris,Neutrophilic,english,True,,vignette,medium,"While the danger triangle concept is familiar, recalling the precise venous pathway from facial/angular veins to the superior ophthalmic vein and cavernous sinus requires detailed anatomic knowledge beyond routine dermatologic practice."
6826,Metabolic Systemic,rare,diagnosis,False,Acrodermatitis Enteropathica,Acrodermatitis Enteropathica,Nutritional,english,True,,one_liner,easy,"Association of acrodermatitis enteropathica with zinc deficiency is a classic, well-known fact in general dermatology."
6829,Inflammatory,rare,diagnosis,False,Herpes Gestationis,Herpes Gestationis,Autoimmune,english,True,,one_liner,easy,"Recognizing that pemphigus, herpes zoster, and miliaria rubra are intraepidermal while herpes gestationalis (pemphigoid gestationis) is subepidermal is core dermatology knowledge."
6830,Inflammatory,moderate,diagnosis,True,Erythema Multiforme,Erythema Multiforme,Vascular & Urticarial,english,True,,one_liner,easy,Recognizing target (iris) lesions as classic for erythema multiforme is core dermatology knowledge familiar to any practicing dermatologist.
6832,Inflammatory,rare,treatment,False,Sweet Syndrome,Sweet's Syndrome,Neutrophilic,english,True,,one_liner,easy,Recognizing systemic corticosteroids as first-line therapy for Sweet syndrome is core dermatology knowledge with a classic association.
6835,Infectious,common,treatment,False,Scabies,Scabies,Parasitic & Other,english,True,,short_stem,easy,Classic scabies presentation with household involvement; topical permethrin is the well-known first-line treatment for children.
6837,Infectious,moderate,treatment,False,Leprosy,Leprosy,Bacterial,english,True,,short_stem,medium,Selecting pediatric WHO MDT for paucibacillary vs multibacillary leprosy with lesion count thresholds and age-adjusted dosing (including clofazimine schedule) requires specific guideline recall beyond core general knowledge.
6812,Infectious,moderate,diagnosis,False,Sycosis Barbae,Sycosis Barbae,Bacterial,english,True,,one_liner,easy,Identifying sycosis barbae as a Staphylococcus aureus folliculitis of the beard area is core dermatology knowledge commonly recalled by general dermatologists.
6841,Infectious,moderate,diagnosis,False,Syphilis,Syphilis,Bacterial,english,True,,one_liner,easy,"Recognizing that Treponema pallidum causes condyloma lata (secondary syphilis) and not condyloma acuminata (HPV) is core, widely known dermatology knowledge."
6843,Inflammatory,moderate,diagnosis,False,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,english,True,,one_liner,easy,Identifying granular IgA (not IgG) deposition at the dermal papillae as the hallmark of dermatitis herpetiformis is core knowledge along with its pruritus and young adult predominance.
6845,Inflammatory,moderate,mechanism,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune,english,True,,one_liner,medium,"Identifying which blistering disorders are intraepidermal (pemphigus vulgaris and paraneoplastic pemphigus) versus subepidermal (EBA, dermatitis herpetiformis, bullous pemphigoid) requires solid dermatology training and specific pathologic recall beyond basic fundamentals."
6849,Inflammatory,rare,mechanism,False,Warfarin Skin Necrosis,Warfarin-Induced Skin Necrosis,Vascular & Urticarial,english,True,,one_liner,easy,"Recognizing warfarin-induced skin necrosis as being due to early Protein C (and less commonly Protein S) deficiency is core, well-known pharmacologic dermatology knowledge."
6844,Inflammatory,common,treatment,False,Atopic Dermatitis,Atopic Dermatitis,Eczematous,english,True,,vignette,easy,"Classic atopic dermatitis presentation with lichenification and flexural involvement in an atopic patient; advising environmental manipulation (e.g., avoiding triggers/irritants, moisturization, humidity control) is core dermatology knowledge."
6859,Infectious,moderate,diagnosis,False,Tinea Manuum,Tinea Manuum,Fungal,english,True,,one_liner,easy,Identifying tinea manuum as ringworm of the hands is basic dermatology terminology that most dermatologists recall readily.
6856,Genetic Rare,rare,mechanism,False,Epidermolysis Bullosa,Epidermolysis Bullosa,Genodermatoses,english,True,,one_liner,easy,Recognizing epidermolysis bullosa as a genetic blistering disorder is core dermatologic knowledge.
6851,Hair Nail,moderate,diagnosis,False,Alopecia Areata,Alopecia Areata,Hair Loss,english,True,,short_stem,easy,"Patchy non-scarring hair loss affecting scalp, eyebrows, and beard with sudden graying (leukotrichia) is a classic presentation of alopecia areata well known to general dermatologists."
6864,Inflammatory,common,treatment,False,Nodulocystic Acne,Nodulocystic Acne,Neutrophilic,english,True,,one_liner,easy,Identifying isotretinoin as the treatment for nodulocystic (severe) acne is core dermatology knowledge and a standard first-line indication.
6868,Other,common,other,False,General,General,Unclassified,english,True,,one_liner,medium,"Recalling that a Wood’s lamp filter is composed of nickel oxide and silica is a specific factual detail not used routinely in daily practice, requiring more specialized dermatologic knowledge."
6877,Infectious,common,diagnosis,False,Scabies,Scabies,Parasitic & Other,english,True,,one_liner,easy,"Association of the Circle of Hebra with the typical distribution pattern of scabies is a classic, well-known dermatology fact."
6875,Inflammatory,common,treatment,False,Psoriasis,Psoriasis Vulgaris,Papulosquamous,english,True,,one_liner,easy,"Recognizing that lithium, beta blockers, and hydroxychloroquine can worsen psoriasis while cyclosporine is a systemic treatment for psoriasis is core dermatology knowledge."
